Sample	Site	Core	Year	Density	ExtRate	CalcRate
Palau065	Drop_Off	239	2002	1.5062	1.0157	1.5298
Palau065	Drop_Off	239	2001	1.4758	1.0439	1.5406
Palau065	Drop_Off	239	2000	1.4149	1.1522	1.6302
Palau065	Drop_Off	239	1999	1.3462	1.1955	1.6094
Palau065	Drop_Off	239	1998	1.323	1.1404	1.5088
Palau065	Drop_Off	239	1997	1.3203	0.6169	0.8144
Palau065	Drop_Off	239	1996	1.2614	1.2106	1.527
Palau065	Drop_Off	239	1995	1.2776	1.0728	1.3707
Palau065	Drop_Off	239	1994	1.1499	0.8483	0.9755
Palau065	Drop_Off	239	1993	1.2408	0.755	0.9368
Palau065	Drop_Off	239	1992	1.2667	0.9332	1.182
Palau065	Drop_Off	239	1991	1.2884	0.8701	1.1211
Palau065	Drop_Off	239	1990	1.2952	0.7523	0.9745
Palau067	Drop_Off	240	2010	1.2212	1.0273	1.2545
Palau067	Drop_Off	240	2009	1.1176	0.9822	1.0977
Palau067	Drop_Off	240	2008	1.142	1.1317	1.2924
Palau067	Drop_Off	240	2007	1.169	0.9348	1.0928
Palau067	Drop_Off	240	2006	1.2052	0.6985	0.8418
Palau067	Drop_Off	240	2005	1.191	0.5173	0.6161
Palau067	Drop_Off	240	2004	1.0932	0.6546	0.7156
Palau070	Drop_Off	243	2010	1.4874	0.8349	1.2417
Palau070	Drop_Off	243	2009	1.4557	0.9343	1.36
Palau070	Drop_Off	243	2008	1.4684	0.8183	1.2016
Palau070	Drop_Off	243	2007	1.4709	0.9573	1.4081
Palau070	Drop_Off	243	2006	1.4274	0.8845	1.2625
Palau070	Drop_Off	243	2005	1.3466	0.8805	1.1857
Palau070	Drop_Off	243	2004	1.3411	1.1514	1.5441
Palau071	Drop_Off	244	2010	1.1722	0.5344	0.6264
Palau071	Drop_Off	244	2009	1.2207	0.8697	1.0616
Palau071	Drop_Off	244	2008	1.236	0.6674	0.8249
Palau071	Drop_Off	244	2007	1.1669	0.465	0.5426
Palau071	Drop_Off	244	2006	1.2206	0.5765	0.7037
Palau071	Drop_Off	244	2005	1.2591	0.6597	0.8306
Palau071	Drop_Off	244	2004	1.1678	0.5353	0.6252
Palau071	Drop_Off	244	2003	1.2717	0.868	1.1038
Palau071	Drop_Off	244	2002	1.215	0.6055	0.7357
Palau071	Drop_Off	244	2001	1.2344	0.8264	1.0201
Palau071	Drop_Off	244	2000	1.2123	0.7727	0.9367
Palau071	Drop_Off	244	1999	1.2157	0.6659	0.8095
Palau071	Drop_Off	244	1998	1.2204	0.6002	0.7325
Palau071	Drop_Off	244	1997	1.2754	0.7395	0.9431
Palau071	Drop_Off	244	1996	1.2582	0.8574	1.0787
Palau071	Drop_Off	244	1995	1.2043	0.866	1.043
Palau071	Drop_Off	244	1994	1.225	0.6258	0.7666
Palau071	Drop_Off	244	1993	1.2825	0.5599	0.718
Palau071	Drop_Off	244	1992	1.2679	0.7196	0.9124
Palau071	Drop_Off	244	1991	1.2901	1.0422	1.3446
Palau071	Drop_Off	244	1990	1.2652	1.2808	1.6205
Palau071	Drop_Off	244	1989	1.2287	1.0395	1.2772
Palau071	Drop_Off	244	1988	1.1781	0.9767	1.1507
Palau071	Drop_Off	244	1987	1.1921	0.7084	0.8445
Palau232	Kayangel	367	2013	1.484	0.562	0.8339
Palau232	Kayangel	367	2012	1.3857	0.6508	0.9018
Palau232	Kayangel	367	2011	1.3506	0.5055	0.6828
Palau232	Kayangel	367	2010	1.3812	0.6844	0.9453
Palau232	Kayangel	367	2009	1.3493	0.6378	0.8606
Palau232	Kayangel	367	2008	1.4313	0.7588	1.086
Palau232	Kayangel	367	2007	1.4715	0.8692	1.279
Palau232	Kayangel	367	2006	1.4106	0.8458	1.1931
Palau232	Kayangel	367	2005	1.3958	0.7903	1.1032
Palau232	Kayangel	367	2004	1.4028	0.8285	1.1623
Palau232	Kayangel	367	2003	1.4035	1.0191	1.4303
Palau232	Kayangel	367	2002	1.3798	0.7824	1.0796
Palau232	Kayangel	367	2001	1.3075	0.5117	0.669
Palau232	Kayangel	367	2000	1.3768	0.4371	0.6017
Palau232	Kayangel	367	1999	1.3535	0.461	0.6239
Palau232	Kayangel	367	1998	1.309	0.4175	0.5464
Palau232	Kayangel	367	1997	1.229	1.0345	1.2714
Palau232	Kayangel	367	1996	1.1994	1.1656	1.398
Palau232	Kayangel	367	1995	1.2682	1.3815	1.752
Palau232	Kayangel	367	1994	1.3485	0.9839	1.3269
Palau232	Kayangel	367	1993	1.3457	0.9265	1.2467
Palau232	Kayangel	367	1992	1.3469	0.9299	1.2525
Palau232	Kayangel	367	1991	1.4049	0.956	1.3431
Palau232	Kayangel	367	1990	1.358	0.9456	1.284
Palau232	Kayangel	367	1989	1.4019	0.7446	1.0439
Palau232	Kayangel	367	1988	1.4955	0.7599	1.1365
Palau232	Kayangel	367	1987	1.4196	0.7092	1.0068
Palau232	Kayangel	367	1986	1.4012	0.9479	1.3283
Palau232	Kayangel	367	1985	1.3873	0.6768	0.939
Palau232	Kayangel	367	1984	1.3995	0.8141	1.1393
Palau232	Kayangel	367	1983	1.4099	0.8738	1.2321
Palau232	Kayangel	367	1982	1.3052	0.9019	1.1771
Palau232	Kayangel	367	1981	1.2751	0.8972	1.144
Palau232	Kayangel	367	1980	1.3182	0.9878	1.3022
Palau232	Kayangel	367	1979	1.3655	0.832	1.1361
Palau232	Kayangel	367	1978	1.2672	0.8405	1.0651
Palau232	Kayangel	367	1977	1.295	0.9734	1.2606
Palau232	Kayangel	367	1976	1.3464	0.9822	1.3224
Palau232	Kayangel	367	1975	1.4103	1.1334	1.5984
Palau232	Kayangel	367	1974	1.4174	0.8379	1.1876
Palau232	Kayangel	367	1973	1.4724	0.7752	1.1413
Palau232	Kayangel	367	1972	1.4497	1.1029	1.5989
Palau232	Kayangel	367	1971	1.5053	0.6016	0.9056
Palau232	Kayangel	367	1970	1.3904	0.7781	1.0818
Palau171	Helen	696	2013	1.1787	1.185	1.3968
Palau171	Helen	696	2012	1.1217	1.171	1.3136
Palau171	Helen	696	2011	1.1489	1.0526	1.2093
Palau171	Helen	696	2010	1.2156	1.1067	1.3453
Palau171	Helen	696	2009	1.145	1.1119	1.2732
Palau171	Helen	696	2008	1.1274	1.233	1.3901
Palau171	Helen	696	2007	1.1399	1.326	1.5115
Palau171	Helen	696	2006	1.0896	1.1362	1.238
Palau171	Helen	696	2005	1.1002	1.0678	1.1748
Palau171	Helen	696	2004	1.1151	1.3318	1.4851
Palau171	Helen	696	2003	1.1475	1.0653	1.2224
Palau171	Helen	696	2002	1.1569	1.4029	1.6231
Palau171	Helen	696	2001	1.1565	1.3023	1.5062
Palau171	Helen	696	2000	1.1509	1.202	1.3834
Palau171	Helen	696	1999	1.1752	1.1184	1.3143
Palau171	Helen	696	1998	1.194	0.9713	1.1598
Palau171	Helen	696	1997	1.1772	0.9033	1.0633
Palau171	Helen	696	1996	1.1742	1.0543	1.2379
Palau171	Helen	696	1995	1.1528	1.0291	1.1863
Palau171	Helen	696	1994	1.1713	1.0338	1.2109
Palau171	Helen	696	1993	1.1689	1.3093	1.5304
Palau171	Helen	696	1992	1.2329	1.1755	1.4492
Palau171	Helen	696	1991	1.278	0.9808	1.2535
Palau171	Helen	696	1990	1.307	0.9665	1.2631
Palau171	Helen	696	1989	1.2862	1.0028	1.2899
Palau171	Helen	696	1988	1.2632	0.9723	1.2282
Palau200	Helen	697	2013	0.9997	1.7895	1.7888
Palau200	Helen	697	2012	0.9406	1.7722	1.667
Palau200	Helen	697	2011	0.9514	2.087	1.9856
Palau200	Helen	697	2010	1.0918	1.6572	1.8093
Palau200	Helen	697	2009	1.1084	1.3323	1.4767
Palau200	Helen	697	2008	1.0964	1.4111	1.5472
Palau200	Helen	697	2007	1.0469	1.8692	1.9569
Palau200	Helen	697	2006	0.9902	1.7708	1.7534
Palau200	Helen	697	2005	0.979	1.5377	1.5053
Palau200	Helen	697	2004	1	1.9681	1.9682
Palau200	Helen	697	2003	0.9551	1.7212	1.6439
Palau200	Helen	697	2002	1.0066	2.0759	2.0895
Palau200	Helen	697	2001	1.0617	1.853	1.9674
Palau200	Helen	697	2000	1.0733	1.5327	1.645
Palau200	Helen	697	1999	1.0823	1.4018	1.5172
Palau200	Helen	697	1998	1.1423	1.7871	2.0415
Palau200	Helen	697	1997	1.0524	1.6876	1.7761
Palau200	Helen	697	1996	1.0372	1.6267	1.6872
Palau201	Helen	698	2013	1.0341	1.4446	1.4939
Palau201	Helen	698	2012	1.0518	1.4448	1.5196
Palau201	Helen	698	2011	1.0659	1.4599	1.556
Palau201	Helen	698	2010	1.1165	1.6572	1.8503
Palau201	Helen	698	2009	1.0487	1.4848	1.5571
Palau201	Helen	698	2008	1.0368	1.4594	1.5131
Palau201	Helen	698	2007	1.0796	1.5877	1.7141
Palau201	Helen	698	2006	1.0748	1.2958	1.3927
Palau201	Helen	698	2005	1.0114	1.5826	1.6007
Palau201	Helen	698	2004	1.0647	1.767	1.8814
Palau201	Helen	698	2003	1.0032	1.357	1.3614
Palau201	Helen	698	2002	1.0305	1.5657	1.6135
Palau201	Helen	698	2001	1.1273	1.5379	1.7337
Palau201	Helen	698	2000	1.1602	1.204	1.3969
Palau201	Helen	698	1999	1.2525	1.1709	1.4666
Palau201	Helen	698	1998	1.4028	0.7116	0.9982
Palau201	Helen	698	1997	1.406	0.7779	1.0937
Palau201	Helen	698	1996	1.2797	0.9676	1.2383
Palau202	Helen	699	2013	1.1222	1.0981	1.2323
Palau202	Helen	699	2012	1.0841	1.2376	1.3417
Palau202	Helen	699	2011	1.0775	1.6309	1.7573
Palau202	Helen	699	2010	1.0219	1.281	1.309
Palau202	Helen	699	2009	0.9843	1.664	1.6379
Palau202	Helen	699	2008	0.9305	2.3553	2.1915
Palau202	Helen	699	2007	1.0234	2.1601	2.2106
Palau202	Helen	699	2006	0.997	2.0376	2.0315
Palau202	Helen	699	2005	1.0326	1.9647	2.0288
Palau202	Helen	699	2004	1.0461	1.8641	1.95
Palau202	Helen	699	2003	1.0021	1.9426	1.9468
Palau202	Helen	699	2002	1.0073	1.2203	1.2292
Palau202	Helen	699	2001	0.9584	1.1081	1.062
Palau202	Helen	699	2000	1.1674	1.0543	1.2308
Palau202	Helen	699	1999	1.2087	1.1183	1.3517
Palau202	Helen	699	1998	1.3165	1.7648	2.3233
Palau202	Helen	699	1997	1.1687	1.7524	2.048
Palau202	Helen	699	1996	1.261	1.8577	2.3426
Palau202	Helen	699	1995	1.2336	1.6064	1.9817
Palau203	Helen	700	2013	1.1907	1.2018	1.431
Palau203	Helen	700	2012	1.1589	1.3806	1.6
Palau203	Helen	700	2011	1.1595	1.3808	1.6011
Palau203	Helen	700	2010	1.2157	1.4098	1.7139
Palau203	Helen	700	2009	1.1598	1.4049	1.6294
Palau203	Helen	700	2008	1.1535	1.4767	1.7033
Palau203	Helen	700	2007	1.1463	1.3283	1.5226
Palau203	Helen	700	2006	1.1782	1.399	1.6484
Palau203	Helen	700	2005	1.1706	1.1424	1.3373
Palau203	Helen	700	2004	1.1743	1.5555	1.8266
Palau203	Helen	700	2003	1.1276	1.4145	1.5951
Palau203	Helen	700	2002	1.1438	1.3216	1.5116
Palau203	Helen	700	2001	1.1946	1.5349	1.8336
Palau203	Helen	700	2000	1.2601	1.3409	1.6897
Palau203	Helen	700	1999	1.368	1.1251	1.5392
Palau203	Helen	700	1998	1.6205	1.225	1.9852
Palau203	Helen	700	1997	1.411	0.9119	1.2867
Palau203	Helen	700	1996	1.3019	0.9876	1.2857
Palau203	Helen	700	1995	1.2037	1.0202	1.228
Palau203	Helen	700	1994	1.1303	1.6092	1.819
Palau203	Helen	700	1993	1.1373	1.4645	1.6655
Palau203	Helen	700	1992	1.1802	1.1801	1.3928
Palau231	Kayangel	714	2013	1.3894	0.5901	0.8199
Palau231	Kayangel	714	2012	1.3128	0.6442	0.8458
Palau231	Kayangel	714	2011	1.2484	0.6778	0.8461
Palau231	Kayangel	714	2010	1.2352	0.6288	0.7767
Palau231	Kayangel	714	2009	1.2388	0.6583	0.8155
Palau231	Kayangel	714	2008	1.1965	0.8354	0.9995
Palau231	Kayangel	714	2007	1.2198	0.6985	0.852
Palau231	Kayangel	714	2006	1.2185	1.0636	1.296
Palau231	Kayangel	714	2005	1.218	1.2405	1.511
Palau231	Kayangel	714	2004	1.2272	0.9341	1.1464
Palau231	Kayangel	714	2003	1.1806	0.9197	1.0857
Palau231	Kayangel	714	2002	1.187	0.8688	1.0313
Palau231	Kayangel	714	2001	1.2217	0.7883	0.963
Palau231	Kayangel	714	2000	1.2544	0.8131	1.02
Palau231	Kayangel	714	1999	1.2815	0.6382	0.8179
Palau231	Kayangel	714	1998	1.2968	0.5312	0.6889
Palau231	Kayangel	714	1997	1.2911	0.8006	1.0337
Palau231	Kayangel	714	1996	1.2439	1.0192	1.2678
Palau231	Kayangel	714	1995	1.2274	0.9561	1.1734
Palau231	Kayangel	714	1994	1.2269	1.1143	1.3671
Palau231	Kayangel	714	1993	1.2733	1.4004	1.7831
Palau231	Kayangel	714	1992	1.3046	1.1968	1.5613
Palau231	Kayangel	714	1991	1.3001	1.0779	1.4014
Palau231	Kayangel	714	1990	1.2762	1.0449	1.3335
Palau017	Ngerdiluches	772	2012	1.2372	0.665	0.8228
Palau017	Ngerdiluches	772	2011	1.2636	0.6755	0.8536
Palau017	Ngerdiluches	772	2010	1.2489	0.8309	1.0377
Palau017	Ngerdiluches	772	2009	1.2528	0.6962	0.8721
Palau017	Ngerdiluches	772	2008	1.2607	0.9876	1.245
Palau017	Ngerdiluches	772	2007	1.2998	0.9077	1.1799
Palau017	Ngerdiluches	772	2006	1.3199	0.8731	1.1524
Palau017	Ngerdiluches	772	2005	1.3234	1.1997	1.5877
Palau017	Ngerdiluches	772	2004	1.2848	0.7809	1.0032
Palau017	Ngerdiluches	772	2003	1.2504	1.072	1.3403
Palau017	Ngerdiluches	772	2002	1.2301	0.9188	1.1302
Palau017	Ngerdiluches	772	2001	1.2012	0.825	0.991
Palau017	Ngerdiluches	772	2000	1.2229	0.8057	0.9853
Palau017	Ngerdiluches	772	1999	1.1996	0.7546	0.9053
Palau017	Ngerdiluches	772	1998	1.2152	0.6367	0.7737
Palau017	Ngerdiluches	772	1997	1.1653	1.057	1.2318
Palau017	Ngerdiluches	772	1996	1.1971	0.787	0.9422
Palau017	Ngerdiluches	772	1995	1.1971	0.9626	1.1523
Palau017	Ngerdiluches	772	1994	1.2655	1.1229	1.4211
Palau017	Ngerdiluches	772	1993	1.2654	0.7425	0.9396
Palau017	Ngerdiluches	772	1992	1.2744	1.0184	1.2979
Palau018	Ngerdiluches	773	2012	1.172	1.2018	1.4085
Palau018	Ngerdiluches	773	2011	1.1657	1.4532	1.694
Palau018	Ngerdiluches	773	2010	1.1922	1.2384	1.4765
Palau018	Ngerdiluches	773	2009	1.1326	1.0871	1.2313
Palau018	Ngerdiluches	773	2008	1.108	1.2524	1.3877
Palau018	Ngerdiluches	773	2007	1.1183	1.1229	1.2556
Palau018	Ngerdiluches	773	2006	1.0752	0.9788	1.0523
Palau018	Ngerdiluches	773	2005	1.1282	1.2428	1.4021
Palau018	Ngerdiluches	773	2004	1.0972	1.2852	1.4101
Palau018	Ngerdiluches	773	2003	1.0934	1.4351	1.5691
Palau018	Ngerdiluches	773	2002	1.1528	1.3099	1.5101
Palau018	Ngerdiluches	773	2001	1.0849	1.0667	1.1573
Palau018	Ngerdiluches	773	2000	1.0783	1.285	1.3856
Palau018	Ngerdiluches	773	1999	1.1254	1.4741	1.6589
Palau018	Ngerdiluches	773	1998	1.0783	1.1322	1.2209
Palau018	Ngerdiluches	773	1997	1.0033	1.3685	1.3729
Palau018	Ngerdiluches	773	1996	1.0095	1.5805	1.5954
Palau018	Ngerdiluches	773	1995	0.9639	1.529	1.4738
Palau018	Ngerdiluches	773	1994	0.9485	1.6826	1.5959
Palau018	Ngerdiluches	773	1993	1.0623	1.7085	1.815
Palau018	Ngerdiluches	773	1992	1.049	1.6407	1.7211
Palau018	Ngerdiluches	773	1991	1.0496	1.5457	1.6223
Palau019	Ngerdiluches	774	2012	1.3628	1.4458	1.9702
Palau019	Ngerdiluches	774	2011	1.3392	1.3568	1.8171
Palau019	Ngerdiluches	774	2010	1.4043	1.3382	1.8793
Palau019	Ngerdiluches	774	2009	1.3019	1.6504	2.1486
Palau019	Ngerdiluches	774	2008	1.3111	1.6111	2.1123
Palau019	Ngerdiluches	774	2007	1.2628	2.0225	2.5541
Palau019	Ngerdiluches	774	2006	1.322	1.4302	1.8908
Palau019	Ngerdiluches	774	2005	1.3004	1.6122	2.0964
Palau019	Ngerdiluches	774	2004	1.2954	1.7287	2.2394
Palau019	Ngerdiluches	774	2003	1.3055	1.5436	2.0153
Palau019	Ngerdiluches	774	2002	1.355	1.6007	2.1689
Palau019	Ngerdiluches	774	2001	1.3102	1.641	2.1499
Palau019	Ngerdiluches	774	2000	1.3727	1.5697	2.1547
Palau019	Ngerdiluches	774	1999	1.4048	1.5113	2.1231
Palau019	Ngerdiluches	774	1998	1.457	1.2611	1.8375
Palau019	Ngerdiluches	774	1997	1.4985	0.9759	1.4624
Palau019	Ngerdiluches	774	1996	1.5634	1.0723	1.6764
Palau019	Ngerdiluches	774	1995	1.5452	1.0298	1.5913
Palau019	Ngerdiluches	774	1994	1.5045	1.0793	1.6237
Palau019	Ngerdiluches	774	1993	1.4948	1.1487	1.7171
Palau019	Ngerdiluches	774	1992	1.4776	1.0062	1.4867
Palau019	Ngerdiluches	774	1991	1.4689	1.1552	1.6969
Palau020	Ngerdiluches	775	2012	1.2639	1.1691	1.4776
Palau020	Ngerdiluches	775	2011	1.2403	1.016	1.2601
Palau020	Ngerdiluches	775	2010	1.3095	1.1632	1.5232
Palau020	Ngerdiluches	775	2009	1.2551	0.7894	0.9908
Palau020	Ngerdiluches	775	2008	1.2281	0.7881	0.9678
Palau020	Ngerdiluches	775	2007	1.2505	1.3178	1.6478
Palau020	Ngerdiluches	775	2006	1.2758	1.124	1.434
Palau020	Ngerdiluches	775	2005	1.2623	0.7583	0.9572
Palau020	Ngerdiluches	775	2004	1.2648	0.9526	1.2048
Palau020	Ngerdiluches	775	2003	1.2738	0.9184	1.1698
Palau020	Ngerdiluches	775	2002	1.284	0.8207	1.0538
Palau020	Ngerdiluches	775	2001	1.2715	0.8333	1.0596
Palau020	Ngerdiluches	775	2000	1.2591	1.0068	1.2677
Palau020	Ngerdiluches	775	1999	1.2901	0.9143	1.1795
Palau020	Ngerdiluches	775	1998	1.2886	0.7245	0.9336
Palau020	Ngerdiluches	775	1997	1.267	0.7796	0.9878
Palau020	Ngerdiluches	775	1996	1.2367	0.8471	1.0476
Palau020	Ngerdiluches	775	1995	1.2095	1.3553	1.6392
Palau020	Ngerdiluches	775	1994	1.1222	1.1196	1.2565
Palau020	Ngerdiluches	775	1993	1.0994	0.9368	1.0299
Palau020	Ngerdiluches	775	1992	1.0641	1.3803	1.4688
Palau020	Ngerdiluches	775	1991	1.0634	1.3975	1.486
Palau020	Ngerdiluches	775	1990	1.1617	1.0466	1.2157
Palau020	Ngerdiluches	775	1989	1.1869	1.114	1.3223
Palau020	Ngerdiluches	775	1988	1.3122	1.271	1.6678
Palau021	Ngerdiluches	776	2012	1.2567	1.2452	1.5649
Palau021	Ngerdiluches	776	2011	1.2935	0.8952	1.158
Palau021	Ngerdiluches	776	2010	1.3824	1.2059	1.667
Palau021	Ngerdiluches	776	2009	1.2193	0.8203	1.0001
Palau021	Ngerdiluches	776	2008	1.2351	0.841	1.0387
Palau021	Ngerdiluches	776	2007	1.1592	1.2673	1.4691
Palau021	Ngerdiluches	776	2006	1.1364	1.1496	1.3064
Palau021	Ngerdiluches	776	2005	1.1579	1.4819	1.7159
Palau021	Ngerdiluches	776	2004	1.1877	1.7262	2.0502
Palau021	Ngerdiluches	776	2003	1.202	1.409	1.6935
Palau022	Ngerdiluches	777	2012	1.3401	0.9593	1.2856
Palau022	Ngerdiluches	777	2011	1.3318	0.9518	1.2676
Palau022	Ngerdiluches	777	2010	1.4369	0.6448	0.9265
Palau022	Ngerdiluches	777	2009	1.3632	0.6166	0.8405
Palau022	Ngerdiluches	777	2008	1.3485	0.7746	1.0445
Palau022	Ngerdiluches	777	2007	1.3702	0.6056	0.8298
Palau022	Ngerdiluches	777	2006	1.3253	0.608	0.8058
Palau022	Ngerdiluches	777	2005	1.3318	0.6132	0.8167
Palau022	Ngerdiluches	777	2004	1.3305	0.6031	0.8025
Palau022	Ngerdiluches	777	2003	1.3565	0.5876	0.7971
Palau022	Ngerdiluches	777	2002	1.3609	0.4448	0.6053
Palau023	Ngerdiluches	778	2012	1.508	0.6813	1.0274
Palau023	Ngerdiluches	778	2011	1.4746	0.7879	1.1619
Palau023	Ngerdiluches	778	2010	1.5327	0.8208	1.258
Palau023	Ngerdiluches	778	2009	1.422	0.9556	1.3588
Palau023	Ngerdiluches	778	2008	1.3969	0.8071	1.1274
Palau023	Ngerdiluches	778	2007	1.4157	0.6564	0.9292
Palau023	Ngerdiluches	778	2006	1.4273	0.8697	1.2413
Palau023	Ngerdiluches	778	2005	1.4247	0.6539	0.9316
Palau024	Ngerdiluches	779	2012	1.2782	0.9093	1.1623
Palau024	Ngerdiluches	779	2011	1.2896	0.8783	1.1326
Palau024	Ngerdiluches	779	2010	1.2718	1.0463	1.3306
Palau024	Ngerdiluches	779	2009	1.3028	0.932	1.2142
Palau024	Ngerdiluches	779	2008	1.2807	0.9353	1.1978
Palau024	Ngerdiluches	779	2007	1.286	0.8513	1.0947
Palau024	Ngerdiluches	779	2006	1.2975	1.3269	1.7216
Palau024	Ngerdiluches	779	2005	1.2747	0.9043	1.1528
Palau025	Ngerdiluches	780	2012	1.3161	0.9859	1.2975
Palau025	Ngerdiluches	780	2011	1.2835	1.1761	1.5095
Palau025	Ngerdiluches	780	2010	1.3318	1.0869	1.4475
Palau025	Ngerdiluches	780	2009	1.3139	1.0666	1.4014
Palau025	Ngerdiluches	780	2008	1.3123	1.3188	1.7308
Palau025	Ngerdiluches	780	2007	1.2876	1.1341	1.4602
Palau025	Ngerdiluches	780	2006	1.266	1.051	1.3306
Palau025	Ngerdiluches	780	2005	1.2571	1.1157	1.4025
Palau025	Ngerdiluches	780	2004	1.2392	1.3747	1.7035
Palau025	Ngerdiluches	780	2003	1.2086	1.2376	1.4958
Palau025	Ngerdiluches	780	2002	1.2074	1.1865	1.4326
Palau025	Ngerdiluches	780	2001	1.2003	1.2174	1.4613
Palau025	Ngerdiluches	780	2000	1.1726	1.3194	1.5472
Palau025	Ngerdiluches	780	1999	1.1419	1.0621	1.2128
Palau025	Ngerdiluches	780	1998	1.1654	1.0806	1.2593
Palau025	Ngerdiluches	780	1997	1.2246	1.4622	1.7905
Palau025	Ngerdiluches	780	1996	1.2154	1.2558	1.5263
Palau025	Ngerdiluches	780	1995	1.2621	1.1272	1.4227
Palau025	Ngerdiluches	780	1994	1.2648	1.2263	1.5509
Palau025	Ngerdiluches	780	1993	1.2348	1.1437	1.4122
Palau025	Ngerdiluches	780	1992	1.2643	1.2273	1.5517
Palau025	Ngerdiluches	780	1991	1.3056	0.8212	1.0723
Palau025	Ngerdiluches	780	1990	1.2684	0.9916	1.2578
Palau025	Ngerdiluches	780	1989	1.2223	0.8533	1.043
Palau025	Ngerdiluches	780	1988	1.278	0.8811	1.126
Palau026	Ngerdiluches	781	2012	1.27	0.7958	1.0106
Palau026	Ngerdiluches	781	2011	1.2785	0.8503	1.087
Palau026	Ngerdiluches	781	2010	1.2465	0.9038	1.1265
Palau026	Ngerdiluches	781	2009	1.0881	1.0672	1.1612
Palau026	Ngerdiluches	781	2008	1.1604	1.0825	1.2561
Palau026	Ngerdiluches	781	2007	1.1746	1.0532	1.2371
Palau026	Ngerdiluches	781	2006	1.1087	1.1063	1.2266
Palau026	Ngerdiluches	781	2005	1.1034	1.0837	1.1958
Palau026	Ngerdiluches	781	2004	1.0969	0.896	0.9828
Palau026	Ngerdiluches	781	2003	1.0136	0.8133	0.8244
Palau026	Ngerdiluches	781	2002	1.1203	0.9022	1.0107
Palau026	Ngerdiluches	781	2001	1.1115	0.8205	0.912
Palau026	Ngerdiluches	781	2000	1.1377	0.9652	1.0981
Palau026	Ngerdiluches	781	1999	1.1439	0.838	0.9586
Palau026	Ngerdiluches	781	1998	1.1488	0.9744	1.1194
Palau026	Ngerdiluches	781	1997	1.131	1.0736	1.2141
Palau225	Kayangel	864	2013	1.2347	1.3634	1.6834
Palau225	Kayangel	864	2012	1.1592	1.3745	1.5933
Palau225	Kayangel	864	2011	1.1859	1.4626	1.7346
Palau225	Kayangel	864	2010	1.2166	1.4508	1.7651
Palau225	Kayangel	864	2009	1.1957	1.5063	1.801
Palau225	Kayangel	864	2008	1.1777	1.933	2.2765
Palau225	Kayangel	864	2007	1.1761	1.4556	1.7119
Palau225	Kayangel	864	2006	1.1841	1.4998	1.7759
Palau225	Kayangel	864	2005	1.1872	1.3707	1.6273
Palau225	Kayangel	864	2004	1.1915	1.5653	1.8651
Palau225	Kayangel	864	2003	1.1324	1.6534	1.8722
Palau225	Kayangel	864	2002	1.1341	1.7576	1.9932
Palau225	Kayangel	864	2001	1.1281	2.1485	2.4237
Palau225	Kayangel	864	2000	1.1177	1.4517	1.6226
Palau225	Kayangel	864	1999	1.139	1.422	1.6196
Palau225	Kayangel	864	1998	1.2114	1.3978	1.6933
Palau225	Kayangel	864	1997	1.1547	1.4234	1.6436
Palau225	Kayangel	864	1996	1.1671	1.2617	1.4725
Palau225	Kayangel	864	1995	1.1845	1.4354	1.7002
Palau226	Kayangel	865	2013	1.4108	0.798	1.1258
Palau226	Kayangel	865	2012	1.3055	0.9924	1.2955
Palau226	Kayangel	865	2011	1.3088	1.0485	1.3724
Palau226	Kayangel	865	2010	1.3105	1.1012	1.4431
Palau226	Kayangel	865	2009	1.3251	1.1901	1.577
Palau226	Kayangel	865	2008	1.3408	0.9709	1.3018
Palau226	Kayangel	865	2007	1.3415	0.9412	1.2626
Palau226	Kayangel	865	2006	1.2891	1.1599	1.4953
Palau226	Kayangel	865	2005	1.2799	1.1234	1.4379
Palau226	Kayangel	865	2004	1.2578	1.1037	1.3883
Palau226	Kayangel	865	2003	1.3248	1.0624	1.4075
Palau226	Kayangel	865	2002	1.3172	1.0007	1.3181
Palau226	Kayangel	865	2001	1.2925	1.1334	1.4648
Palau226	Kayangel	865	2000	1.2826	1.0953	1.4048
Palau226	Kayangel	865	1999	1.2498	1.4113	1.7639
Palau226	Kayangel	865	1998	1.2615	0.8365	1.0552
Palau226	Kayangel	865	1997	1.3009	0.9296	1.2093
Palau226	Kayangel	865	1996	1.3233	1.0684	1.4139
Palau226	Kayangel	865	1995	1.3691	0.7906	1.0824
Palau226	Kayangel	865	1994	1.3605	0.8916	1.213
Palau226	Kayangel	865	1993	1.3453	0.887	1.1933
Palau226	Kayangel	865	1992	1.3317	0.8464	1.1271
Palau226	Kayangel	865	1991	1.3044	0.8757	1.1423
Palau226	Kayangel	865	1990	1.2729	0.8857	1.1274
Palau226	Kayangel	865	1989	1.2795	0.858	1.0978
Palau226	Kayangel	865	1988	1.2907	1.0971	1.416
Palau226	Kayangel	865	1987	1.3316	0.9145	1.2177
Palau227	Kayangel	866	2013	1.2512	1.4213	1.7782
Palau227	Kayangel	866	2012	1.1497	1.5736	1.8092
Palau227	Kayangel	866	2011	1.1407	1.8431	2.1025
Palau227	Kayangel	866	2010	1.2165	1.5592	1.8967
Palau227	Kayangel	866	2009	1.1859	1.7352	2.0578
Palau227	Kayangel	866	2008	1.2239	1.3585	1.6627
Palau227	Kayangel	866	2007	1.2074	1.5743	1.9009
