Sample	Month	Day	Year	Season	Temperature
12	5	11	2012	2	30.444
13	5	11	2012	2	30.444
14	5	11	2012	2	30.444
15	5	11	2012	2	30.432
16	5	11	2012	2	30.444
17	5	11	2012	2	30.444
18	5	11	2012	2	30.444
19	5	11	2012	2	30.419
20	5	11	2012	2	30.407
21	5	11	2012	2	30.407
22	5	11	2012	2	30.419
23	5	11	2012	2	30.419
24	5	11	2012	2	30.419
25	5	11	2012	2	30.407
26	5	11	2012	2	30.394
27	5	11	2012	2	30.381
28	5	11	2012	2	30.382
29	5	11	2012	2	30.394
30	5	11	2012	2	30.394
31	5	11	2012	2	30.394
32	5	11	2012	2	30.394
33	5	11	2012	2	30.419
34	5	11	2012	2	30.419
35	5	11	2012	2	30.432
36	5	11	2012	2	30.432
37	5	11	2012	2	30.432
38	5	11	2012	2	30.444
39	5	11	2012	2	30.432
40	5	11	2012	2	30.444
41	5	11	2012	2	30.444
42	5	11	2012	2	30.457
43	5	11	2012	2	30.47
44	5	11	2012	2	30.482
45	5	11	2012	2	30.495
46	5	11	2012	2	30.495
47	5	11	2012	2	30.508
48	5	11	2012	2	30.52
49	5	11	2012	2	30.508
50	5	11	2012	2	30.52
51	5	11	2012	2	30.546
52	5	11	2012	2	30.583
53	5	11	2012	2	30.634
54	5	11	2012	2	30.659
55	5	11	2012	2	30.761
56	5	11	2012	2	30.849
57	5	11	2012	2	30.824
58	5	11	2012	2	30.9
59	5	11	2012	2	30.95
60	5	11	2012	2	30.988
61	5	11	2012	2	31.014
62	5	11	2012	2	30.989
63	5	11	2012	2	30.988
64	5	11	2012	2	31.014
65	5	11	2012	2	31.039
66	5	11	2012	2	30.989
67	5	11	2012	2	30.976
68	5	11	2012	2	30.95
69	5	11	2012	2	30.735
70	5	11	2012	2	30.66
71	5	11	2012	2	30.685
72	5	11	2012	2	30.748
73	5	11	2012	2	30.684
74	5	11	2012	2	30.66
75	5	11	2012	2	30.647
76	5	11	2012	2	30.609
77	5	11	2012	2	30.761
78	5	11	2012	2	30.533
79	5	11	2012	2	30.698
80	5	11	2012	2	30.672
81	5	11	2012	2	30.622
82	5	11	2012	2	30.571
83	5	11	2012	2	30.482
84	5	11	2012	2	30.482
85	5	11	2012	2	30.444
86	5	11	2012	2	30.444
87	5	11	2012	2	30.444
88	5	11	2012	2	30.444
89	5	11	2012	2	30.432
90	5	11	2012	2	30.444
91	5	11	2012	2	30.444
92	5	11	2012	2	30.457
93	5	11	2012	2	30.444
94	5	11	2012	2	30.444
95	5	11	2012	2	30.469
96	5	11	2012	2	30.508
1	5	12	2012	2	30.394
2	5	12	2012	2	30.343
3	5	12	2012	2	30.394
4	5	12	2012	2	30.369
5	5	12	2012	2	30.419
6	5	12	2012	2	30.444
7	5	12	2012	2	30.444
8	5	12	2012	2	30.444
9	5	12	2012	2	30.469
10	5	12	2012	2	30.457
11	5	12	2012	2	30.482
12	5	12	2012	2	30.469
13	5	12	2012	2	30.495
14	5	12	2012	2	30.508
15	5	12	2012	2	30.508
16	5	12	2012	2	30.47
17	5	12	2012	2	30.47
18	5	12	2012	2	30.457
19	5	12	2012	2	30.432
20	5	12	2012	2	30.444
21	5	12	2012	2	30.419
22	5	12	2012	2	30.406
23	5	12	2012	2	30.47
24	5	12	2012	2	30.495
25	5	12	2012	2	30.482
26	5	12	2012	2	30.495
27	5	12	2012	2	30.495
28	5	12	2012	2	30.482
29	5	12	2012	2	30.419
30	5	12	2012	2	30.369
31	5	12	2012	2	30.394
32	5	12	2012	2	30.394
33	5	12	2012	2	30.407
34	5	12	2012	2	30.394
35	5	12	2012	2	30.406
36	5	12	2012	2	30.432
37	5	12	2012	2	30.457
38	5	12	2012	2	30.47
39	5	12	2012	2	30.47
40	5	12	2012	2	30.482
41	5	12	2012	2	30.495
42	5	12	2012	2	30.507
43	5	12	2012	2	30.546
44	5	12	2012	2	30.571
45	5	12	2012	2	30.583
46	5	12	2012	2	30.596
47	5	12	2012	2	30.571
48	5	12	2012	2	30.583
49	5	12	2012	2	30.596
50	5	12	2012	2	30.621
51	5	12	2012	2	30.621
52	5	12	2012	2	30.647
53	5	12	2012	2	30.647
54	5	12	2012	2	30.684
55	5	12	2012	2	30.723
56	5	12	2012	2	30.735
57	5	12	2012	2	30.748
58	5	12	2012	2	30.824
59	5	12	2012	2	30.849
60	5	12	2012	2	30.95
61	5	12	2012	2	30.976
62	5	12	2012	2	31.04
63	5	12	2012	2	31.128
64	5	12	2012	2	31.103
65	5	12	2012	2	30.951
66	5	12	2012	2	30.887
67	5	12	2012	2	30.875
68	5	12	2012	2	30.888
69	5	12	2012	2	30.887
70	5	12	2012	2	30.849
71	5	12	2012	2	30.799
72	5	12	2012	2	30.799
73	5	12	2012	2	30.786
74	5	12	2012	2	30.786
75	5	12	2012	2	30.786
76	5	12	2012	2	30.786
77	5	12	2012	2	30.786
78	5	12	2012	2	30.773
79	5	12	2012	2	30.583
80	5	12	2012	2	30.482
81	5	12	2012	2	30.533
82	5	12	2012	2	30.47
83	5	12	2012	2	30.533
84	5	12	2012	2	30.533
85	5	12	2012	2	30.558
86	5	12	2012	2	30.571
87	5	12	2012	2	30.571
88	5	12	2012	2	30.558
89	5	12	2012	2	30.558
90	5	12	2012	2	30.571
91	5	12	2012	2	30.558
92	5	12	2012	2	30.571
93	5	12	2012	2	30.571
94	5	12	2012	2	30.571
95	5	12	2012	2	30.571
96	5	12	2012	2	30.571
1	5	13	2012	2	30.571
2	5	13	2012	2	30.571
3	5	13	2012	2	30.571
4	5	13	2012	2	30.571
5	5	13	2012	2	30.571
6	5	13	2012	2	30.584
7	5	13	2012	2	30.571
8	5	13	2012	2	30.584
9	5	13	2012	2	30.584
10	5	13	2012	2	30.596
11	5	13	2012	2	30.584
12	5	13	2012	2	30.558
13	5	13	2012	2	30.558
14	5	13	2012	2	30.558
15	5	13	2012	2	30.546
16	5	13	2012	2	30.533
17	5	13	2012	2	30.546
18	5	13	2012	2	30.546
19	5	13	2012	2	30.546
20	5	13	2012	2	30.546
21	5	13	2012	2	30.546
22	5	13	2012	2	30.533
23	5	13	2012	2	30.482
24	5	13	2012	2	30.469
25	5	13	2012	2	30.47
26	5	13	2012	2	30.482
27	5	13	2012	2	30.482
28	5	13	2012	2	30.495
29	5	13	2012	2	30.508
30	5	13	2012	2	30.495
31	5	13	2012	2	30.495
32	5	13	2012	2	30.495
33	5	13	2012	2	30.482
34	5	13	2012	2	30.445
35	5	13	2012	2	30.482
36	5	13	2012	2	30.457
37	5	13	2012	2	30.508
38	5	13	2012	2	30.533
39	5	13	2012	2	30.533
40	5	13	2012	2	30.533
41	5	13	2012	2	30.546
42	5	13	2012	2	30.546
43	5	13	2012	2	30.558
44	5	13	2012	2	30.584
45	5	13	2012	2	30.584
46	5	13	2012	2	30.609
47	5	13	2012	2	30.583
48	5	13	2012	2	30.583
49	5	13	2012	2	30.621
50	5	13	2012	2	30.646
51	5	13	2012	2	30.672
52	5	13	2012	2	30.672
53	5	13	2012	2	30.697
54	5	13	2012	2	30.672
55	5	13	2012	2	30.697
56	5	13	2012	2	30.672
57	5	13	2012	2	30.659
58	5	13	2012	2	30.659
59	5	13	2012	2	30.71
60	5	13	2012	2	30.824
61	5	13	2012	2	30.849
62	5	13	2012	2	30.862
63	5	13	2012	2	30.849
64	5	13	2012	2	30.874
65	5	13	2012	2	30.874
66	5	13	2012	2	30.913
67	5	13	2012	2	30.913
68	5	13	2012	2	31.014
69	5	13	2012	2	31.039
70	5	13	2012	2	31.039
71	5	13	2012	2	30.963
72	5	13	2012	2	30.887
73	5	13	2012	2	30.9
74	5	13	2012	2	30.875
75	5	13	2012	2	30.887
76	5	13	2012	2	30.913
77	5	13	2012	2	30.9
78	5	13	2012	2	30.837
79	5	13	2012	2	30.799
80	5	13	2012	2	30.786
81	5	13	2012	2	30.824
82	5	13	2012	2	30.836
83	5	13	2012	2	30.887
84	5	13	2012	2	30.887
85	5	13	2012	2	30.9
86	5	13	2012	2	30.875
87	5	13	2012	2	30.862
88	5	13	2012	2	30.849
89	5	13	2012	2	30.862
90	5	13	2012	2	30.849
91	5	13	2012	2	30.849
92	5	13	2012	2	30.837
93	5	13	2012	2	30.849
94	5	13	2012	2	30.849
95	5	13	2012	2	30.849
96	5	13	2012	2	30.849
1	5	14	2012	2	30.786
2	5	14	2012	2	30.748
3	5	14	2012	2	30.773
4	5	14	2012	2	30.811
5	5	14	2012	2	30.799
6	5	14	2012	2	30.799
7	5	14	2012	2	30.798
8	5	14	2012	2	30.786
9	5	14	2012	2	30.773
10	5	14	2012	2	30.761
11	5	14	2012	2	30.748
12	5	14	2012	2	30.761
13	5	14	2012	2	30.761
14	5	14	2012	2	30.761
15	5	14	2012	2	30.748
16	5	14	2012	2	30.748
17	5	14	2012	2	30.748
18	5	14	2012	2	30.748
19	5	14	2012	2	30.748
20	5	14	2012	2	30.71
21	5	14	2012	2	30.723
22	5	14	2012	2	30.71
23	5	14	2012	2	30.697
24	5	14	2012	2	30.697
25	5	14	2012	2	30.685
26	5	14	2012	2	30.685
27	5	14	2012	2	30.71
28	5	14	2012	2	30.71
29	5	14	2012	2	30.697
30	5	14	2012	2	30.697
31	5	14	2012	2	30.672
32	5	14	2012	2	30.672
33	5	14	2012	2	30.672
34	5	14	2012	2	30.659
35	5	14	2012	2	30.684
36	5	14	2012	2	30.71
37	5	14	2012	2	30.735
38	5	14	2012	2	30.735
39	5	14	2012	2	30.735
40	5	14	2012	2	30.773
41	5	14	2012	2	30.773
42	5	14	2012	2	30.786
43	5	14	2012	2	30.773
44	5	14	2012	2	30.773
45	5	14	2012	2	30.773
46	5	14	2012	2	30.761
47	5	14	2012	2	30.761
48	5	14	2012	2	30.786
49	5	14	2012	2	30.798
50	5	14	2012	2	30.824
51	5	14	2012	2	30.875
52	5	14	2012	2	30.837
53	5	14	2012	2	30.9
54	5	14	2012	2	30.874
55	5	14	2012	2	30.913
56	5	14	2012	2	30.913
57	5	14	2012	2	30.849
58	5	14	2012	2	30.9
59	5	14	2012	2	30.925
60	5	14	2012	2	30.837
61	5	14	2012	2	30.913
62	5	14	2012	2	30.951
63	5	14	2012	2	30.862
64	5	14	2012	2	30.9
65	5	14	2012	2	30.9
66	5	14	2012	2	30.9
67	5	14	2012	2	30.9
68	5	14	2012	2	30.862
69	5	14	2012	2	30.849
70	5	14	2012	2	30.824
71	5	14	2012	2	30.824
72	5	14	2012	2	30.824
73	5	14	2012	2	30.811
74	5	14	2012	2	30.811
75	5	14	2012	2	30.799
76	5	14	2012	2	30.799
77	5	14	2012	2	30.811
78	5	14	2012	2	30.811
79	5	14	2012	2	30.799
80	5	14	2012	2	30.799
81	5	14	2012	2	30.799
82	5	14	2012	2	30.773
83	5	14	2012	2	30.824
84	5	14	2012	2	30.798
85	5	14	2012	2	30.811
86	5	14	2012	2	30.786
87	5	14	2012	2	30.773
88	5	14	2012	2	30.748
89	5	14	2012	2	30.748
90	5	14	2012	2	30.697
91	5	14	2012	2	30.71
92	5	14	2012	2	30.697
93	5	14	2012	2	30.685
94	5	14	2012	2	30.685
95	5	14	2012	2	30.684
96	5	14	2012	2	30.672
1	5	15	2012	2	30.659
2	5	15	2012	2	30.659
3	5	15	2012	2	30.647
4	5	15	2012	2	30.634
5	5	15	2012	2	30.659
6	5	15	2012	2	30.634
7	5	15	2012	2	30.646
8	5	15	2012	2	30.659
9	5	15	2012	2	30.659
10	5	15	2012	2	30.634
11	5	15	2012	2	30.621
12	5	15	2012	2	30.621
13	5	15	2012	2	30.584
14	5	15	2012	2	30.596
15	5	15	2012	2	30.609
16	5	15	2012	2	30.583
17	5	15	2012	2	30.583
18	5	15	2012	2	30.571
19	5	15	2012	2	30.571
20	5	15	2012	2	30.571
21	5	15	2012	2	30.571
22	5	15	2012	2	30.571
23	5	15	2012	2	30.571
24	5	15	2012	2	30.571
25	5	15	2012	2	30.558
26	5	15	2012	2	30.571
27	5	15	2012	2	30.571
28	5	15	2012	2	30.584
29	5	15	2012	2	30.584
30	5	15	2012	2	30.584
31	5	15	2012	2	30.596
32	5	15	2012	2	30.596
33	5	15	2012	2	30.596
34	5	15	2012	2	30.596
35	5	15	2012	2	30.609
36	5	15	2012	2	30.596
37	5	15	2012	2	30.596
38	5	15	2012	2	30.609
39	5	15	2012	2	30.609
40	5	15	2012	2	30.609
41	5	15	2012	2	30.609
42	5	15	2012	2	30.609
43	5	15	2012	2	30.609
44	5	15	2012	2	30.583
45	5	15	2012	2	30.609
46	5	15	2012	2	30.621
47	5	15	2012	2	30.672
48	5	15	2012	2	30.685
49	5	15	2012	2	30.672
50	5	15	2012	2	30.697
51	5	15	2012	2	30.71
52	5	15	2012	2	30.723
53	5	15	2012	2	30.735
54	5	15	2012	2	30.773
55	5	15	2012	2	30.798
56	5	15	2012	2	30.824
57	5	15	2012	2	30.748
58	5	15	2012	2	30.862
59	5	15	2012	2	30.837
60	5	15	2012	2	30.849
61	5	15	2012	2	30.849
62	5	15	2012	2	30.874
63	5	15	2012	2	30.862
64	5	15	2012	2	30.862
65	5	15	2012	2	30.837
66	5	15	2012	2	30.837
67	5	15	2012	2	30.837
68	5	15	2012	2	30.824
69	5	15	2012	2	30.849
70	5	15	2012	2	30.786
71	5	15	2012	2	30.837
72	5	15	2012	2	30.824
73	5	15	2012	2	30.837
74	5	15	2012	2	30.811
75	5	15	2012	2	30.837
76	5	15	2012	2	30.799
77	5	15	2012	2	30.799
78	5	15	2012	2	30.786
79	5	15	2012	2	30.786
80	5	15	2012	2	30.811
81	5	15	2012	2	30.799
82	5	15	2012	2	30.786
83	5	15	2012	2	30.786
84	5	15	2012	2	30.773
85	5	15	2012	2	30.748
86	5	15	2012	2	30.748
87	5	15	2012	2	30.735
88	5	15	2012	2	30.723
89	5	15	2012	2	30.735
90	5	15	2012	2	30.735
91	5	15	2012	2	30.748
92	5	15	2012	2	30.735
93	5	15	2012	2	30.748
94	5	15	2012	2	30.735
95	5	15	2012	2	30.723
96	5	15	2012	2	30.71
1	5	16	2012	2	30.659
2	5	16	2012	2	30.647
3	5	16	2012	2	30.609
4	5	16	2012	2	30.596
5	5	16	2012	2	30.584
6	5	16	2012	2	30.621
7	5	16	2012	2	30.609
8	5	16	2012	2	30.659
9	5	16	2012	2	30.621
10	5	16	2012	2	30.596
11	5	16	2012	2	30.584
12	5	16	2012	2	30.584
13	5	16	2012	2	30.584
14	5	16	2012	2	30.584
15	5	16	2012	2	30.571
16	5	16	2012	2	30.584
17	5	16	2012	2	30.584
18	5	16	2012	2	30.584
19	5	16	2012	2	30.584
20	5	16	2012	2	30.584
21	5	16	2012	2	30.609
22	5	16	2012	2	30.596
23	5	16	2012	2	30.596
24	5	16	2012	2	30.596
25	5	16	2012	2	30.584
26	5	16	2012	2	30.583
27	5	16	2012	2	30.583
28	5	16	2012	2	30.596
29	5	16	2012	2	30.596
30	5	16	2012	2	30.596
31	5	16	2012	2	30.583
32	5	16	2012	2	30.596
33	5	16	2012	2	30.533
34	5	16	2012	2	30.507
35	5	16	2012	2	30.508
36	5	16	2012	2	30.508
37	5	16	2012	2	30.508
38	5	16	2012	2	30.52
39	5	16	2012	2	30.52
40	5	16	2012	2	30.533
41	5	16	2012	2	30.546
42	5	16	2012	2	30.546
43	5	16	2012	2	30.546
44	5	16	2012	2	30.584
45	5	16	2012	2	30.584
46	5	16	2012	2	30.609
47	5	16	2012	2	30.609
48	5	16	2012	2	30.596
49	5	16	2012	2	30.634
50	5	16	2012	2	30.659
51	5	16	2012	2	30.685
52	5	16	2012	2	30.659
53	5	16	2012	2	30.685
54	5	16	2012	2	30.659
55	5	16	2012	2	30.672
56	5	16	2012	2	30.672
57	5	16	2012	2	30.684
58	5	16	2012	2	30.672
59	5	16	2012	2	30.659
60	5	16	2012	2	30.659
61	5	16	2012	2	30.659
62	5	16	2012	2	30.647
63	5	16	2012	2	30.659
64	5	16	2012	2	30.659
65	5	16	2012	2	30.659
66	5	16	2012	2	30.646
67	5	16	2012	2	30.646
68	5	16	2012	2	30.659
69	5	16	2012	2	30.647
70	5	16	2012	2	30.647
71	5	16	2012	2	30.647
72	5	16	2012	2	30.609
73	5	16	2012	2	30.583
74	5	16	2012	2	30.609
75	5	16	2012	2	30.647
76	5	16	2012	2	30.647
77	5	16	2012	2	30.647
78	5	16	2012	2	30.583
79	5	16	2012	2	30.584
80	5	16	2012	2	30.584
81	5	16	2012	2	30.584
82	5	16	2012	2	30.584
83	5	16	2012	2	30.596
84	5	16	2012	2	30.584
85	5	16	2012	2	30.609
86	5	16	2012	2	30.596
87	5	16	2012	2	30.609
88	5	16	2012	2	30.596
89	5	16	2012	2	30.571
90	5	16	2012	2	30.533
91	5	16	2012	2	30.558
92	5	16	2012	2	30.546
93	5	16	2012	2	30.546
94	5	16	2012	2	30.533
95	5	16	2012	2	30.533
96	5	16	2012	2	30.533
1	5	17	2012	2	30.533
2	5	17	2012	2	30.52
3	5	17	2012	2	30.533
4	5	17	2012	2	30.533
5	5	17	2012	2	30.533
6	5	17	2012	2	30.546
7	5	17	2012	2	30.558
8	5	17	2012	2	30.571
9	5	17	2012	2	30.558
10	5	17	2012	2	30.558
11	5	17	2012	2	30.558
12	5	17	2012	2	30.558
13	5	17	2012	2	30.558
14	5	17	2012	2	30.558
15	5	17	2012	2	30.571
16	5	17	2012	2	30.558
17	5	17	2012	2	30.571
18	5	17	2012	2	30.558
19	5	17	2012	2	30.558
20	5	17	2012	2	30.558
21	5	17	2012	2	30.558
22	5	17	2012	2	30.546
23	5	17	2012	2	30.546
24	5	17	2012	2	30.533
25	5	17	2012	2	30.533
26	5	17	2012	2	30.533
27	5	17	2012	2	30.533
28	5	17	2012	2	30.533
29	5	17	2012	2	30.533
30	5	17	2012	2	30.533
31	5	17	2012	2	30.533
32	5	17	2012	2	30.533
33	5	17	2012	2	30.558
34	5	17	2012	2	30.546
35	5	17	2012	2	30.558
36	5	17	2012	2	30.558
37	5	17	2012	2	30.545
38	5	17	2012	2	30.533
39	5	17	2012	2	30.495
40	5	17	2012	2	30.495
41	5	17	2012	2	30.507
42	5	17	2012	2	30.482
43	5	17	2012	2	30.47
44	5	17	2012	2	30.495
45	5	17	2012	2	30.483
46	5	17	2012	2	30.533
47	5	17	2012	2	30.483
48	5	17	2012	2	30.533
49	5	17	2012	2	30.659
50	5	17	2012	2	30.735
51	5	17	2012	2	30.748
52	5	17	2012	2	30.862
53	5	17	2012	2	30.951
54	5	17	2012	2	31.001
55	5	17	2012	2	31.065
56	5	17	2012	2	31.192
57	5	17	2012	2	31.243
58	5	17	2012	2	31.268
59	5	17	2012	2	31.243
60	5	17	2012	2	31.218
61	5	17	2012	2	31.218
62	5	17	2012	2	31.218
63	5	17	2012	2	31.23
64	5	17	2012	2	31.281
65	5	17	2012	2	31.319
66	5	17	2012	2	31.395
67	5	17	2012	2	31.319
68	5	17	2012	2	31.344
69	5	17	2012	2	31.294
70	5	17	2012	2	31.217
71	5	17	2012	2	31.166
72	5	17	2012	2	31.166
73	5	17	2012	2	31.09
74	5	17	2012	2	31.039
75	5	17	2012	2	31.014
76	5	17	2012	2	31.001
77	5	17	2012	2	30.976
78	5	17	2012	2	30.976
79	5	17	2012	2	30.976
80	5	17	2012	2	30.963
81	5	17	2012	2	30.95
82	5	17	2012	2	30.95
83	5	17	2012	2	30.938
84	5	17	2012	2	30.938
85	5	17	2012	2	30.951
86	5	17	2012	2	30.963
87	5	17	2012	2	30.925
88	5	17	2012	2	30.9
89	5	17	2012	2	30.887
90	5	17	2012	2	30.875
91	5	17	2012	2	30.875
92	5	17	2012	2	30.862
93	5	17	2012	2	30.849
94	5	17	2012	2	30.862
95	5	17	2012	2	30.875
96	5	17	2012	2	30.874
1	5	18	2012	2	30.874
2	5	18	2012	2	30.849
3	5	18	2012	2	30.837
4	5	18	2012	2	30.824
5	5	18	2012	2	30.799
6	5	18	2012	2	30.773
7	5	18	2012	2	30.761
8	5	18	2012	2	30.735
9	5	18	2012	2	30.735
10	5	18	2012	2	30.722
11	5	18	2012	2	30.722
12	5	18	2012	2	30.71
13	5	18	2012	2	30.697
14	5	18	2012	2	30.685
15	5	18	2012	2	30.685
16	5	18	2012	2	30.685
17	5	18	2012	2	30.685
18	5	18	2012	2	30.672
19	5	18	2012	2	30.672
20	5	18	2012	2	30.659
21	5	18	2012	2	30.659
22	5	18	2012	2	30.659
23	5	18	2012	2	30.646
24	5	18	2012	2	30.646
25	5	18	2012	2	30.634
26	5	18	2012	2	30.634
27	5	18	2012	2	30.634
28	5	18	2012	2	30.634
29	5	18	2012	2	30.634
30	5	18	2012	2	30.621
31	5	18	2012	2	30.621
32	5	18	2012	2	30.634
33	5	18	2012	2	30.621
34	5	18	2012	2	30.621
35	5	18	2012	2	30.621
36	5	18	2012	2	30.621
37	5	18	2012	2	30.621
38	5	18	2012	2	30.647
39	5	18	2012	2	30.659
40	5	18	2012	2	30.672
41	5	18	2012	2	30.685
42	5	18	2012	2	30.685
43	5	18	2012	2	30.697
44	5	18	2012	2	30.659
45	5	18	2012	2	30.697
46	5	18	2012	2	30.723
47	5	18	2012	2	30.697
48	5	18	2012	2	30.583
49	5	18	2012	2	30.596
50	5	18	2012	2	30.698
51	5	18	2012	2	30.647
52	5	18	2012	2	30.672
53	5	18	2012	2	30.659
54	5	18	2012	2	30.672
55	5	18	2012	2	30.672
56	5	18	2012	2	30.659
57	5	18	2012	2	30.647
58	5	18	2012	2	30.647
59	5	18	2012	2	30.647
60	5	18	2012	2	30.672
61	5	18	2012	2	30.672
62	5	18	2012	2	30.672
63	5	18	2012	2	30.684
64	5	18	2012	2	30.684
65	5	18	2012	2	30.71
66	5	18	2012	2	30.723
67	5	18	2012	2	30.71
68	5	18	2012	2	30.722
69	5	18	2012	2	30.697
70	5	18	2012	2	30.685
71	5	18	2012	2	30.685
72	5	18	2012	2	30.647
73	5	18	2012	2	30.672
74	5	18	2012	2	30.659
75	5	18	2012	2	30.659
76	5	18	2012	2	30.672
77	5	18	2012	2	30.71
78	5	18	2012	2	30.685
79	5	18	2012	2	30.672
80	5	18	2012	2	30.697
81	5	18	2012	2	30.697
82	5	18	2012	2	30.672
83	5	18	2012	2	30.685
84	5	18	2012	2	30.672
85	5	18	2012	2	30.672
86	5	18	2012	2	30.685
87	5	18	2012	2	30.685
88	5	18	2012	2	30.71
89	5	18	2012	2	30.697
90	5	18	2012	2	30.697
91	5	18	2012	2	30.697
92	5	18	2012	2	30.685
93	5	18	2012	2	30.685
94	5	18	2012	2	30.685
95	5	18	2012	2	30.685
96	5	18	2012	2	30.685
1	5	19	2012	2	30.672
2	5	19	2012	2	30.685
3	5	19	2012	2	30.659
4	5	19	2012	2	30.672
5	5	19	2012	2	30.672
6	5	19	2012	2	30.685
7	5	19	2012	2	30.659
8	5	19	2012	2	30.659
9	5	19	2012	2	30.634
10	5	19	2012	2	30.622
11	5	19	2012	2	30.596
12	5	19	2012	2	30.596
13	5	19	2012	2	30.609
14	5	19	2012	2	30.621
15	5	19	2012	2	30.621
16	5	19	2012	2	30.609
17	5	19	2012	2	30.609
18	5	19	2012	2	30.609
19	5	19	2012	2	30.609
20	5	19	2012	2	30.609
21	5	19	2012	2	30.596
22	5	19	2012	2	30.609
23	5	19	2012	2	30.609
24	5	19	2012	2	30.609
25	5	19	2012	2	30.609
26	5	19	2012	2	30.609
27	5	19	2012	2	30.621
28	5	19	2012	2	30.583
29	5	19	2012	2	30.482
30	5	19	2012	2	30.419
31	5	19	2012	2	30.495
32	5	19	2012	2	30.445
33	5	19	2012	2	30.369
34	5	19	2012	2	30.306
35	5	19	2012	2	30.307
36	5	19	2012	2	30.256
37	5	19	2012	2	30.219
38	5	19	2012	2	30.219
39	5	19	2012	2	30.155
40	5	19	2012	2	30.192
41	5	19	2012	2	30.243
42	5	19	2012	2	30.268
43	5	19	2012	2	30.293
44	5	19	2012	2	30.293
45	5	19	2012	2	30.155
46	5	19	2012	2	29.967
47	5	19	2012	2	29.905
48	5	19	2012	2	29.917
49	5	19	2012	2	29.942
50	5	19	2012	2	29.979
51	5	19	2012	2	29.954
52	5	19	2012	2	29.992
53	5	19	2012	2	30.067
54	5	19	2012	2	30.117
55	5	19	2012	2	30.18
56	5	19	2012	2	30.369
57	5	19	2012	2	30.382
58	5	19	2012	2	30.458
59	5	19	2012	2	30.508
60	5	19	2012	2	30.47
61	5	19	2012	2	30.52
62	5	19	2012	2	30.482
63	5	19	2012	2	30.495
64	5	19	2012	2	30.507
65	5	19	2012	2	30.432
66	5	19	2012	2	30.495
67	5	19	2012	2	30.444
68	5	19	2012	2	30.444
69	5	19	2012	2	30.445
70	5	19	2012	2	30.445
71	5	19	2012	2	30.419
72	5	19	2012	2	30.407
73	5	19	2012	2	30.407
74	5	19	2012	2	30.406
75	5	19	2012	2	30.406
76	5	19	2012	2	30.419
77	5	19	2012	2	30.407
78	5	19	2012	2	30.419
79	5	19	2012	2	30.419
80	5	19	2012	2	30.407
81	5	19	2012	2	30.394
82	5	19	2012	2	30.432
83	5	19	2012	2	30.406
84	5	19	2012	2	30.406
85	5	19	2012	2	30.432
86	5	19	2012	2	30.432
87	5	19	2012	2	30.407
88	5	19	2012	2	30.407
89	5	19	2012	2	30.407
90	5	19	2012	2	30.432
91	5	19	2012	2	30.432
92	5	19	2012	2	30.419
93	5	19	2012	2	30.432
94	5	19	2012	2	30.432
95	5	19	2012	2	30.419
96	5	19	2012	2	30.406
1	5	20	2012	2	30.445
2	5	20	2012	2	30.369
3	5	20	2012	2	30.143
4	5	20	2012	2	30.356
5	5	20	2012	2	30.331
6	5	20	2012	2	30.419
7	5	20	2012	2	30.47
8	5	20	2012	2	30.47
9	5	20	2012	2	30.483
10	5	20	2012	2	30.52
11	5	20	2012	2	30.52
12	5	20	2012	2	30.533
13	5	20	2012	2	30.533
14	5	20	2012	2	30.546
15	5	20	2012	2	30.546
16	5	20	2012	2	30.546
17	5	20	2012	2	30.546
18	5	20	2012	2	30.508
19	5	20	2012	2	30.269
20	5	20	2012	2	30.168
21	5	20	2012	2	30.281
22	5	20	2012	2	30.244
23	5	20	2012	2	30.143
24	5	20	2012	2	30.155
25	5	20	2012	2	30.13
26	5	20	2012	2	30.079
27	5	20	2012	2	30.117
28	5	20	2012	2	30.117
29	5	20	2012	2	30.18
30	5	20	2012	2	30.23
31	5	20	2012	2	30.268
32	5	20	2012	2	30.268
33	5	20	2012	2	30.268
34	5	20	2012	2	30.294
35	5	20	2012	2	30.306
36	5	20	2012	2	30.306
37	5	20	2012	2	30.319
38	5	20	2012	2	30.319
39	5	20	2012	2	30.331
40	5	20	2012	2	30.331
41	5	20	2012	2	30.319
42	5	20	2012	2	30.268
43	5	20	2012	2	30.231
44	5	20	2012	2	30.181
45	5	20	2012	2	30.168
46	5	20	2012	2	30.13
47	5	20	2012	2	30.067
48	5	20	2012	2	30.042
49	5	20	2012	2	29.928
50	5	20	2012	2	29.916
51	5	20	2012	2	29.941
52	5	20	2012	2	30.054
53	5	20	2012	2	30.104
54	5	20	2012	2	30.192
55	5	20	2012	2	30.218
56	5	20	2012	2	30.142
57	5	20	2012	2	30.18
58	5	20	2012	2	30.268
59	5	20	2012	2	30.281
60	5	20	2012	2	30.293
61	5	20	2012	2	30.306
62	5	20	2012	2	30.356
63	5	20	2012	2	30.394
64	5	20	2012	2	30.445
65	5	20	2012	2	30.457
66	5	20	2012	2	30.482
67	5	20	2012	2	30.445
68	5	20	2012	2	30.457
69	5	20	2012	2	30.457
70	5	20	2012	2	30.47
71	5	20	2012	2	30.47
72	5	20	2012	2	30.47
73	5	20	2012	2	30.444
74	5	20	2012	2	30.444
75	5	20	2012	2	30.444
76	5	20	2012	2	30.47
77	5	20	2012	2	30.47
78	5	20	2012	2	30.47
